Ticker
KALYANKJIL
KANSAINER
KARURVYSYA
KAYNES
KEC
KFINTECH
KOTAKBANK
KIMS
L&TFH
LTTS
LICHSGFIN
LTIM
LAXMIMACH
LT
LATENTVIEW
LAURUSLABS
LXCHEM
LEMONTREE
LICI
LINDEINDIA
LUPIN
LUXIND
MMTC
MRF
MTARTECH
LODHA
MGL
M&MFIN
M&M
MHRIL
MAHLIFE
MANAPPURAM
MRPL
MANKIND
MARICO
MARUTI
MASTEK
MFSL
MAXHEALTH
MAZDOCK
MEDPLUS
METROBRAND
METROPOLIS
MINDACORP
MSUMI
MOTILALOFS
MPHASIS
MCX
MUTHOOTFIN
NATCOPHARM
NBCC
NCC
NHPC
NLCINDIA
NMDC
NSLNISP
NTPC
NH
NATIONALUM
NAVINFLUOR
NAZARA
NESTLEIND
NETWORK18
NAM-INDIA
NUVOCO
OBEROIRLTY
ONGC
OIL
OLECTRA
PAYTM
OFSS
ORIENTELEC
POLICYBZR
PCBL
PIIND
PNBHOUSING
PNCINFRA
PVRINOX
PAGEIND
PATANJALI
PERSISTENT
PETRONET
PFIZER
PHOENIXLTD
PIDILITIND
PEL
PPLPHARMA
POLYMED
POLYCAB
POLYPLEX
POONAWALLA
PFC
POWERGRID
PRAJIND
PRESTIGE
PRINCEPIPE
PRSMJOHNSN
PGHL
PGHH
PNB
QUESS
RBLBANK
RECLTD
RHIM
RITES
RADICO
RVNL
RAIN
RAINBOW
RAJESHEXPO
RALLIS
RCF
RATNAMANI
RTNINDIA
RAYMOND
REDINGTON
RELAXO
RELIANCE
RBA
ROSSARI
ROUTE
SBICARD
SBILIFE
SJVN
SKFINDIA
SRF
SAFARI
MOTHERSON
SANOFI
SAPPHIRE
SAREGAMA
SCHAEFFLER
SHARDACROP
SFL
SHOPERSTOP
SHREECEM
RENUKA
SHRIRAMFIN
SHYAMMETL
SIEMENS
SOBHA
SOLARINDS
SONACOMS
SONATSOFTW
STARHEALTH
SBIN
SAIL
SWSOLAR
STLTECH
SUMICHEM
SPARC
SUNPHARMA
SUNTV
SUNDARMFIN
SUNDRMFAST
SUNTECK
SUPRAJIT
SUPREMEIND
SUVENPHAR
SUZLON
SWANENERGY
SYMPHONY
SYNGENE
SYRMA
TTKPRESTIG
TV18BRDCST
TVSMOTOR
TANLA
TATACHEM
TATACOMM
TCS
TATACONSUM
TATAELXSI
TATAINVEST
TATAMTRDVR
TATAMOTORS
TATAPOWER
TATASTEEL
TTML
TEAMLEASE
TECHM
TEJASNET
NIACL
RAMCOCEM
THERMAX
TIMKEN
TITAN
TORNTPHARM
TORNTPOWER
TRENT
TRIDENT
TRIVENI
TRITURBINE
TIINDIA
UCOBANK
UNOMINDA
UPL
UTIAMC
UJJIVANSFB
ULTRACEMCO
UNIONBANK
UBL
MCDOWELL-N
USHAMART
VGUARD
VMART
VIPIND
VAIBHAVGBL
VTL
VARROC
VBL
MANYAVAR
VEDL
VIJAYA
VINATIORGA
IDEA
VOLTAS
WELCORP
WELSPUNLIV
WESTLIFE
WHIRLPOOL
WIPRO
YESBANK
ZFCVINDIA
ZEEL
ZENSARTECH
ZOMATO
ZYDUSLIFE
ZYDUSWELL
ECLERX
